iter	Logloss
116	0.1211080554
117	0.1202891467
118	0.1192766293
119	0.1183432352
120	0.1173268379
121	0.1165365841
122	0.1157850188
123	0.1146344098
124	0.1139453653
125	0.1130066803
126	0.1121977923
127	0.1112348155
128	0.110296382
129	0.1093939636
130	0.1087103554
131	0.1080267939
132	0.1072008786
133	0.1063200427
134	0.1052571768
135	0.1046023708
136	0.1038914385
137	0.1031202343
138	0.1024480536
139	0.1016657811
140	0.1009958572
141	0.1001868132
142	0.09948927696
143	0.09877213025
144	0.09807407035
145	0.09709021447
146	0.09645995992
147	0.09582377302
148	0.09529167214
149	0.09438599632
150	0.09394851442
151	0.09320831137
152	0.09264462252
153	0.09204064795
154	0.09138845631
155	0.09089284153
156	0.09031122002
157	0.08974554599
158	0.08898640562
159	0.0882820485
160	0.08765467222
161	0.08701864364
162	0.08668348096
163	0.08612735466
164	0.08538226698
165	0.08482367742
166	0.08433605391
167	0.08392829098
168	0.08347287846
169	0.08314588563
170	0.08271085142
171	0.08227376047
172	0.08177719828
173	0.08119784266
174	0.08074246311
175	0.08030712847
176	0.07984400638
177	0.07941062091
178	0.07888464724
179	0.07833811288
180	0.07782899118
181	0.07744994103
182	0.07699861819
183	0.07662141997
184	0.0761465401
185	0.07582909095
186	0.07532858389
187	0.07492160763
188	0.07449464447
189	0.07424899485
190	0.07387884065
191	0.07352090621
192	0.07310102677
193	0.07260452421
194	0.07223165143
195	0.07182408274
196	0.07140891479
197	0.07105582917
198	0.07078445444
199	0.07044954418
200	0.0700240199
201	0.06973915725
202	0.0693171037
203	0.06905248698
204	0.0688009277
205	0.06845242291
206	0.06835022663
207	0.06809090462
208	0.06782821862
209	0.06749904484
210	0.06710849158
211	0.066877222
212	0.06660681359
213	0.06634494369
214	0.06613521716
215	0.06584309392
216	0.06558815994
217	0.06538593414
218	0.0649598994
219	0.06468316669
220	0.06437024904
221	0.06406790518
222	0.0638152946
223	0.06355407969
224	0.06332937202
225	0.06306672049
226	0.06286289237
227	0.06248145515
228	0.06217961344
229	0.06180639847
230	0.06151509773
231	0.06125755581
232	0.0610749968
233	0.06091358044
234	0.06067804421
235	0.06040188364
236	0.0601233368
237	0.05992480295
238	0.05960773074
239	0.05930944042
240	0.05909114498
241	0.05881887645
242	0.0584952019
243	0.05819321461
244	0.05804969788
245	0.05785185083
246	0.05758970204
247	0.05735637023
248	0.05718320519
249	0.05691631624
250	0.056720258
251	0.05644367208
252	0.05623183846
253	0.05607913931
254	0.05590882177
255	0.05573560301
256	0.05552557432
257	0.05532167217
258	0.05510415804
259	0.0548838653
260	0.0547725599
261	0.05453361659
262	0.05438499946
263	0.05419717703
264	0.05400315291
265	0.05380768846
266	0.05358494512
267	0.05336737196
268	0.053137097
269	0.05293688187
270	0.052763251
271	0.05259471954
272	0.05244717893
273	0.05220170013
274	0.05201209606
275	0.05182165637
276	0.05167182414
277	0.05145281318
278	0.05127158358
279	0.05101614688
280	0.05085296027
281	0.05067934194
282	0.05041829661
283	0.05010644481
284	0.04990957023
285	0.04972233565
286	0.04945669315
287	0.04925624853
288	0.04905561945
289	0.04893906589
290	0.04877700052
291	0.04865104795
292	0.04852229302
293	0.04833884001
294	0.04819585318
295	0.04804677072
296	0.04788967115
297	0.04774810955
298	0.04758313163
299	0.04741675556
300	0.04725982609
301	0.04709918208
302	0.04693649442
303	0.04682842742
304	0.04662413448
305	0.04649588717
306	0.04637540373
307	0.04617262837
308	0.04604070099
309	0.04590410772
310	0.04575174734
311	0.04553852353
312	0.04532454635
313	0.04516324145
314	0.04503292643
315	0.04490194865
316	0.04472130274
317	0.04453704728
318	0.04441508234
319	0.04423635746
320	0.04411005241
321	0.04402124788
322	0.04390025818
323	0.04369673211
324	0.04353003208
325	0.04333840145
326	0.043218377
327	0.04306709089
328	0.04299964691
329	0.04283588501
330	0.04272868458
331	0.04261242972
332	0.04251713984
333	0.04238515487
334	0.04225327782
335	0.04211455481
336	0.04197973986
337	0.04185111165
338	0.0416453093
339	0.04149873522
340	0.04140374062
341	0.04133946814
342	0.04121399332
343	0.04110331635
344	0.04098423044
345	0.0409267061
346	0.04081590801
347	0.0406858312
348	0.04051399186
349	0.04040232249
350	0.04034004904
351	0.04024118366
352	0.04017364774
353	0.04004037885
354	0.03994295528
355	0.03986748265
356	0.03975182317
357	0.03959055881
358	0.03952117766
359	0.03938257121
360	0.03929804625
361	0.03917562824
362	0.03904700533
363	0.03893713607
364	0.03884177641
365	0.03872321885
366	0.03865643343
367	0.03855298547
368	0.03841449364
369	0.03830515901
370	0.03822571792
371	0.03811435943
372	0.03796697572
373	0.03789287545
374	0.03776882565
375	0.03769600964
376	0.03759487911
377	0.03745703984
378	0.03737069206
379	0.03729897469
380	0.03717243163
381	0.03702045164
382	0.03690079989
383	0.03679779228
384	0.03666190722
385	0.03654133378
386	0.0364410047
387	0.03635467696
388	0.03626229332
389	0.03616077619
390	0.03607777547
391	0.03597410247
392	0.03590901177
393	0.03582943395
394	0.03568792485
395	0.03558962187
396	0.03549017399
397	0.03540503226
398	0.0352954146
399	0.03514825107
400	0.03504163363
401	0.03495677029
402	0.03490448719
403	0.03478970206
404	0.03473172169
405	0.03465418975
406	0.03455363146
407	0.03446235252
408	0.03438718019
409	0.03429472687
410	0.03418631796
411	0.03410097443
412	0.03399549522
413	0.03392631661
414	0.03385582895
415	0.03379070647
416	0.03371993187
417	0.03367702277
418	0.0336019222
419	0.03352849854
420	0.03340053736
421	0.03333410069
422	0.03321497004
423	0.03316527785
424	0.0330751876
425	0.03299705619
426	0.03292234634
427	0.03287287076
428	0.03279282371
429	0.03271134036
430	0.03263858673
431	0.03258287012
432	0.03253973863
433	0.03246176293
434	0.03233119461
435	0.03227729906
436	0.03215619813
437	0.03208188447
438	0.03201666087
439	0.03191902486
440	0.03185528372
441	0.0317742595
442	0.03169377581
443	0.03161147525
444	0.03149975122
445	0.03142722164
446	0.0313442588
447	0.03127000397
448	0.03117662877
449	0.03104784111
450	0.03097167246
451	0.0309213465
452	0.03085075582
453	0.03079205781
454	0.03072447877
455	0.03067130104
456	0.03060010957
457	0.03052067232
458	0.03043223535
459	0.03036012699
460	0.03029418437
461	0.03021684439
462	0.03013836591
463	0.03004458453
464	0.02997605876
465	0.02990906339
466	0.02984783701
467	0.02977538335
468	0.02974456435
469	0.0296820672
470	0.02961635499
471	0.02955173784
472	0.02945532258
473	0.02940354796
474	0.02927615458
475	0.02920010729
476	0.02910862467
477	0.02906582227
478	0.02896587645
479	0.02888408492
480	0.02876415584
481	0.02867283177
482	0.02859360084
483	0.02855062697
484	0.02848851516
485	0.02841492252
486	0.0283425528
487	0.02828791044
488	0.02822558598
489	0.02817453155
490	0.02812395677
491	0.02807110708
492	0.02803483055
493	0.0279847971
494	0.0279341454
495	0.02785036467
496	0.02780752439
497	0.02776488342
498	0.02768686034
499	0.02764178304
500	0.02758888777
501	0.02751190546
502	0.02744512057
503	0.02738086892
504	0.02731184005
505	0.02725261217
506	0.02719848376
507	0.02712817523
508	0.02708049406
509	0.02702120995
510	0.0269698307
511	0.02693885482
512	0.02690018428
513	0.02684110088
514	0.02679671917
515	0.02674254536
516	0.0266801701
517	0.02657570102
518	0.02651734241
519	0.02645439549
520	0.0263494435
521	0.02627025074
522	0.02619297981
523	0.02614436
524	0.02611676905
525	0.02606786012
526	0.0260290741
527	0.02600228955
528	0.02594064999
529	0.02589711922
530	0.02582345025
531	0.02574646438
532	0.02571895568
533	0.0256615407
534	0.02558876638
535	0.02554011271
536	0.0254951345
537	0.02546694283
538	0.02542432929
539	0.02537060296
540	0.0253227356
541	0.02526685674
542	0.02519950637
543	0.02514038135
544	0.0251061354
545	0.02499312885
546	0.02494726503
547	0.02490013232
548	0.02482200551
549	0.02474463097
550	0.02471831097
551	0.02468773785
552	0.02464135133
553	0.02461037614
554	0.02453850395
555	0.02447137764
556	0.02442210599
557	0.02437161938
558	0.02431289331
559	0.02426845732
560	0.02418039263
561	0.02414456552
562	0.02407313541
563	0.02402473357
564	0.0239906684
565	0.02393984977
566	0.02388971298
567	0.02382868079
568	0.02380253348
569	0.02375632431
570	0.0236677053
571	0.02361654696
572	0.02357324114
573	0.02351423924
574	0.02346124671
575	0.0233911179
576	0.02336872613
577	0.02332501726
578	0.02324982667
579	0.02321679632
580	0.02315143055
581	0.02309654896
582	0.02303616092
583	0.02298935949
584	0.02293241893
585	0.02290255681
586	0.02285376625
587	0.02279592127
588	0.02274533377
589	0.02269211406
590	0.02262400985
591	0.02258244622
592	0.02251107444
593	0.02243614971
594	0.02238520558
595	0.02234896112
596	0.02228788679
597	0.02223334454
598	0.02219048763
599	0.02214178756
600	0.02210593955
601	0.02206683511
602	0.0220116849
603	0.02197241561
604	0.02191812398
605	0.02188223803
606	0.02184864214
607	0.02177259125
608	0.02171702565
609	0.02166612964
610	0.02162492931
611	0.02159639741
612	0.02154143873
613	0.02149648216
614	0.02144758266
615	0.0214043317
616	0.0213499479
617	0.02131379954
618	0.02125599587
619	0.02120813653
620	0.02116367274
621	0.02112554823
622	0.02108822536
623	0.02104974705
624	0.02099174315
625	0.02095246577
626	0.02091355145
627	0.02087079435
628	0.02082487329
629	0.02078417687
630	0.02073030509
631	0.02070131812
632	0.02065592453
633	0.02061389676
634	0.02058688526
635	0.02055405587
636	0.02051795897
637	0.02047951809
638	0.0204400173
639	0.02037447948
640	0.02034210967
641	0.02031689854
642	0.02027523064
643	0.02023433627
644	0.02021338521
645	0.02018216839
646	0.02013467588
647	0.02009037584
648	0.02005597267
649	0.02001707032
650	0.01997093046
651	0.01993365501
652	0.01989654125
653	0.0198603468
654	0.01982749381
655	0.01978569292
656	0.01973517559
657	0.01970639666
658	0.01965851104
659	0.01960331241
660	0.01957076553
661	0.01952227373
662	0.0194872545
663	0.01944191685
664	0.01941788283
665	0.01938750781
666	0.01936414769
667	0.01932784596
668	0.01928074654
669	0.01924771364
670	0.01919893179
671	0.01914986427
672	0.01911233345
673	0.01907244251
674	0.01904318898
675	0.01898220534
676	0.01893300182
677	0.0188856728
678	0.01885758924
679	0.0188154597
680	0.01877867304
681	0.01874353685
682	0.01871852622
683	0.01867944952
684	0.01865570273
685	0.01862445344
686	0.01859423363
687	0.01855891041
688	0.01853304869
689	0.01849555692
690	0.01845806571
691	0.01843275486
692	0.01839438522
693	0.01836161502
694	0.01833221999
695	0.01828536083
696	0.01825937676
697	0.01821336586
698	0.01818946285
699	0.01817092052
700	0.01814579454
701	0.01809902278
702	0.01807393683
703	0.0180478725
704	0.01802080728
705	0.01799233954
706	0.01794563381
707	0.01789992767
708	0.01786486602
709	0.01784004678
710	0.0178127708
711	0.01779114442
712	0.01775715781
713	0.01773207402
714	0.01769955901
715	0.01765239182
716	0.01763486146
717	0.017614101
718	0.01758394469
719	0.01754441071
720	0.01749593171
721	0.01748456165
722	0.01745448706
723	0.01743375788
724	0.01738811638
725	0.01734888202
726	0.01731750605
727	0.0172714493
728	0.01723431653
729	0.01719892786
730	0.0171832012
731	0.01714102122
732	0.01710744991
733	0.0170794504
734	0.01704814542
735	0.01702151444
736	0.0169841763
737	0.01695460173
738	0.01693037512
739	0.01689930466
740	0.01687406986
741	0.01684401153
742	0.01680757443
743	0.01677616224
744	0.01673895419
745	0.01669844419
746	0.01666763035
747	0.01663013693
748	0.0166020814
749	0.01657250183
750	0.01653543138
751	0.01649509976
752	0.01647674068
753	0.0164416223
754	0.0164098198
755	0.01638229906
756	0.01635412451
757	0.01633978511
758	0.01631777886
759	0.01628126323
760	0.01624766881
761	0.01621290665
762	0.01617253321
763	0.01614408158
764	0.01610209578
765	0.01608039746
766	0.01604868868
767	0.01601523632
768	0.01597935056
769	0.01594293417
770	0.01590039685
771	0.01587930216
772	0.01585346715
773	0.01581949103
774	0.01578426715
775	0.01575814823
776	0.01573662678
777	0.01569919916
778	0.01567233792
779	0.01563815834
780	0.01560949675
781	0.01557715981
782	0.01555219868
783	0.01553412419
784	0.01550298095
785	0.01546558627
786	0.01543474118
787	0.01541600684
788	0.01538638926
789	0.0153643826
790	0.01534452025
791	0.01531834714
792	0.0153027172
793	0.01528948451
794	0.01527037804
795	0.01524064954
796	0.01520739949
797	0.01517582745
798	0.01514789319
799	0.01511911744
800	0.01508296747
801	0.01503963984
802	0.01500503747
803	0.01497094181
804	0.01494684775
805	0.01492339496
806	0.01490720327
807	0.01485080557
808	0.01481816924
809	0.01479078237
810	0.01477837787
811	0.01477078942
812	0.0147446562
813	0.01471893853
814	0.01469103782
815	0.01466735462
816	0.01464490088
817	0.01461541297
818	0.01458944326
819	0.01457439974
820	0.01455501913
821	0.01451465472
822	0.01449022886
823	0.01445453147
824	0.01442637815
825	0.01439580908
826	0.01438150122
827	0.0143561157
828	0.01434209359
829	0.01432326811
830	0.01429949389
831	0.01426215072
832	0.01422748634
833	0.01419951513
834	0.01418021756
835	0.0141517446
836	0.01413238903
837	0.01411616484
838	0.01409255263
839	0.01406708238
840	0.01404344919
841	0.01402887859
842	0.01399939834
843	0.01398787477
844	0.01396642215
845	0.01394703588
846	0.01391725536
847	0.01389304181
848	0.01386685251
849	0.01385852798
850	0.01384057745
851	0.01381355802
852	0.01379386942
853	0.01376224818
854	0.01374235272
855	0.0137093713
856	0.01367697571
857	0.01365946904
858	0.01362381276
859	0.01359882203
860	0.01357766484
861	0.01354986969
862	0.01352523045
863	0.0135039445
864	0.01349158841
865	0.01347320006
866	0.01345407381
867	0.01342828066
868	0.0134103408
869	0.01338597174
870	0.01337397836
871	0.01333722598
872	0.01331409663
873	0.01330418874
874	0.01328655705
875	0.01326202848
876	0.0132343046
877	0.01320887469
878	0.01318854445
879	0.01316950484
880	0.01314089391
881	0.01312626037
882	0.01310137171
883	0.01308313051
884	0.01305775993
885	0.01303038518
886	0.01300721271
887	0.01297664616
888	0.01295118784
889	0.01292959689
890	0.01290180001
891	0.01286957391
892	0.0128543817
893	0.01283758859
894	0.01281941473
895	0.01278441102
896	0.01276389965
897	0.01274808954
898	0.0127271446
899	0.01270697256
900	0.01268706886
901	0.01265140725
902	0.01263249427
903	0.01262203136
904	0.01260784881
905	0.01258862841
906	0.01256702042
907	0.0125242348
908	0.01250014212
909	0.01248584347
910	0.01246601844
911	0.01244496956
912	0.0124263376
913	0.01240724574
914	0.01238269205
915	0.01235557233
916	0.01233586575
917	0.01232305318
918	0.01229422151
919	0.01227463995
920	0.01224449148
921	0.0122296078
922	0.01220827191
923	0.01218855728
924	0.01217392664
925	0.01214815842
926	0.01211962099
927	0.01210577103
928	0.01208924117
929	0.01206172527
930	0.01204796044
931	0.01202851383
932	0.01200613672
933	0.01198520849
934	0.01195635743
935	0.01194058309
936	0.01193038454
937	0.01191389355
938	0.01190600375
939	0.01188398232
940	0.01187145722
941	0.01185377789
942	0.01183336707
943	0.01180956334
944	0.01179157076
945	0.01177708093
946	0.01176204439
947	0.01173663372
948	0.01171683227
949	0.01169368957
950	0.01167690204
951	0.01166444915
952	0.01165001207
953	0.0116295498
954	0.01161206754
955	0.01158514038
956	0.01156163226
957	0.01154562982
958	0.01152907281
959	0.01151160805
960	0.01149492337
961	0.01148243179
962	0.01146721546
963	0.01144640854
964	0.01142743092
965	0.01141193218
966	0.01139126374
967	0.01137091903
968	0.01135475095
969	0.01133676215
970	0.01131988376
971	0.01129926143
972	0.01128497755
973	0.01126976013
974	0.01125397439
975	0.01122428059
976	0.0112062676
977	0.01118973189
978	0.01118184355
979	0.01117190212
980	0.01115565257
981	0.01113816144
982	0.01112821514
983	0.01111208265
984	0.01109593881
985	0.01108178891
986	0.01105939585
987	0.01104714109
988	0.01103048415
989	0.01101679726
990	0.01099991594
991	0.01098241814
992	0.01096738779
993	0.01094972757
994	0.01093152327
995	0.01092016757
996	0.0109054761
997	0.010889933
998	0.01087068279
999	0.01085508178
